,GODSPEED1_1,GODSPEED1_2,GODSPEED1_3,GODSPEED1_4,GODSPEED1_5,GODSPEED1_6,GODSPEED1_7,GODSPEED1_8,GODSPEED1_9,GODSPEED1_10,GODSPEED1_11,GODSPEED1_12,GODSPEED1_13,GODSPEED1_14,GODSPEED1_15,GODSPEED1_16,GODSPEED1_17,GODSPEED1_18,GODSPEED1_19,GODSPEED1_20,GODSPEED1_21,GODSPEED1_22,GODSPEED1_23,GODSPEED1_24,GODSPEED2_1,GODSPEED2_2,GODSPEED2_3,GODSPEED2_4,GODSPEED2_5,GODSPEED2_6,GODSPEED2_7,GODSPEED2_8,GODSPEED2_9,GODSPEED2_10,GODSPEED2_11,GODSPEED2_12,GODSPEED2_13,GODSPEED2_14,GODSPEED2_15,GODSPEED2_16,GODSPEED2_17,GODSPEED2_18,GODSPEED2_19,GODSPEED2_20,GODSPEED2_21,GODSPEED2_22,GODSPEED2_23,GODSPEED2_24,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_16,BFI_17,BFI_18,BFI_19,BFI_20,BFI_21,BFI_22,BFI_23,BFI_24,BFI_25,BFI_26,BFI_27,BFI_28,BFI_29,BFI_30,BFI_31,BFI_32,BFI_33,BFI_34,BFI_35,BFI_36,BFI_37,BFI_38,BFI_39,BFI_40,BFI_41,BFI_42,BFI_43,BFI_44,NARS_1,NARS_2,NARS_3,NARS_4,NARS_5,NARS_6,NARS_7,NARS_8,NARS_9,NARS_10,NARS_11,NARS_12,NARS_13,NARS_14
237,3,1,5,4,1,5,3,2,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5.0,2,1,4,3,1,5,3,2,4,3,5,5,5,5,5,5,4,4,5,5,5,4,5,5.0,4,5.0,4,2,3,2.0,5,2.0,2.0,5,4,5.0,4,4,5,4,5,1.0,2,1.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,5,1.0,5,5,3.0,4.0,4,5.0,4,2.0,5,5.0,3,2.0,5,4,4,1.0,1,1.0,5.0,1,1,2,1,4,1,1,1
238,3,1,3,1,2,3,2,1,1,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4.0,2,1,3,1,1,3,3,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4.0,5,1,5,2.0,4,4.0,1.0,4,4,5.0,4,2,5,4,4,4.0,2,1.0,2.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,4.0,5,2.0,4,4,2.0,2.0,4,5.0,4,2.0,5,5.0,4,4.0,5,3,4,2.0,2,2.0,2.0,2,2,2,2,2,2,2,2
239,3,1,3,1,2,3,3,1,1,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3.0,3,1,3,1,2,3,3,1,1,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3.0,4,4.0,5,1,4,2.0,4,5.0,2.0,5,3,5.0,5,1,4,3,3,4.0,2,2.0,3.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,5,2.0,4,4,2.0,3.0,2,5.0,5,1.0,4,5.0,5,5.0,4,3,4,2.0,1,3.0,2.0,3,1,2,1,3,1,3,3
240,3,3,4,5,2,3,3,3,2,3,5,3,5,5,4,5,4,5,2,4,2,3,5,3.0,1,1,1,1,1,2,1,2,3,2,2,3,3,3,3,3,2,2,2,2,1,3,2,2.0,5,5.0,4,2,5,2.0,5,3.0,2.0,4,5,2.0,5,5,4,5,1,2.0,5,1.0,2.0,4.0,5.0,3.0,1.0,3.0,2.0,1.0,3.0,4,2.0,4,5,2.0,2.0,1,4.0,5,3.0,3,2.0,5,5.0,4,5,5,1.0,5,4.0,5.0,1,5,3,5,5,4,3,5
241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.0,4,1.0,4,5,5,2.0,4,3.0,4.0,5,3,2.0,4,4,5,3,2,4.0,5,1.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4,2.0,2,4,3.0,4.0,3,2.0,3,5.0,4,4.0,2,1.0,4,5,5,5.0,5,5.0,5.0,3,3,5,5,5,5,5,3
242,3,4,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3.0,3,3,4,3,3,3,4,4,3,4,3,3,4,3,4,3,3,3,4,4,4,3,3,4.0,2,3.0,4,3,4,2.0,4,4.0,4.0,4,4,3.0,4,4,4,3,3,5.0,4,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4,2.0,3,4,4.0,3.0,4,3.0,4,3.0,4,5.0,3,4.0,4,4,4,1.0,2,3.0,4.0,1,2,2,2,2,2,2,3
243,2,2,3,2,1,3,2,1,1,3,3,2,3,3,3,3,3,4,3,3,4,2,2,3.0,2,2,3,2,2,3,2,1,1,3,3,4,3,3,3,3,3,4,3,3,4,3,4,3.0,3,5.0,5,1,3,3.0,5,5.0,2.0,3,3,5.0,5,2,3,3,4,5.0,2,3.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,1.0,5.0,4,5.0,4,5,2.0,3.0,3,5.0,4,1.0,2,4.0,4,5.0,3,5,5,5.0,5,5.0,5.0,2,2,5,2,5,4,5,3
244,3,2,1,2,1,2,2,1,1,3,4,4,4,3,4,3,3,3,3,3,3,4,5,4.0,3,2,1,2,1,2,2,1,1,3,4,3,4,3,4,3,3,3,3,3,3,4,5,4.0,2,5.0,5,1,4,2.0,5,5.0,1.0,5,2,5.0,5,1,3,2,5,5.0,1,1.0,2.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,5.0,4,2.0,5,5,1.0,4.0,2,5.0,4,1.0,4,5.0,4,5.0,2,2,2,2.0,2,2.0,2.0,2,2,2,2,2,2,2,2
245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5.0,4,5.0,4,1,5,2.0,4,4.0,1.0,5,4,5.0,4,1,5,2,4,4.0,1,2.0,4.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,5,2.0,5,5,1.0,3.0,2,5.0,4,1.0,5,5.0,5,4.0,4,5,5,5.0,5,5.0,5.0,1,4,5,4,5,4,5,5
246,4,4,3,5,4,4,4,4,4,5,5,4,5,4,4,5,5,5,4,4,3,4,4,4.0,3,3,4,3,3,3,3,4,4,3,4,4,4,4,3,3,4,4,3,3,3,4,4,2.0,4,5.0,4,1,4,4.0,4,4.0,2.0,2,4,4.0,4,2,4,4,4,4.0,2,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4,4.0,4,4,2.0,3.0,4,4.0,4,2.0,4,4.0,4,4.0,4,2,2,2.0,2,2.0,2.0,1,2,2,4,4,2,2,3
247,3,3,4,3,2,4,2,3,3,5,4,4,3,3,4,5,4,4,5,5,5,5,5,4.0,3,3,4,3,2,4,2,3,3,5,4,4,3,3,4,5,5,5,5,5,5,5,5,4.0,1,3.0,4,2,4,1.0,5,3.0,2.0,5,4,4.0,5,4,5,3,2,3.0,3,1.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,5,1.0,5,5,2.0,3.0,1,3.0,4,3.0,5,5.0,3,3.0,5,5,5,4.0,3,4.0,4.0,1,1,5,3,3,3,1,3
248,3,2,3,3,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,3,3,4,4,2.0,4,3,3,4,4,3,4,4,3,3,4,4,3,3,4,3,3,4,4,3,4,4,3,3.0,4,2.0,3,3,3,2.0,4,2.0,2.0,3,3,3.0,4,4,4,3,3,2.0,4,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3,2.0,4,3,3.0,3.0,3,3.0,4,4.0,4,2.0,3,3.0,4,4,3,3.0,4,2.0,2.0,2,3,3,4,4,3,3,4
249,3,2,3,1,1,4,3,1,2,3,2,2,3,3,3,3,2,3,3,3,4,4,5,5.0,3,2,3,1,1,4,3,1,2,3,2,2,3,3,3,3,3,3,3,3,4,4,5,5.0,2,3.0,4,4,3,1.0,4,1.0,5.0,5,3,5.0,5,5,4,4,5,1.0,5,1.0,1.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,2.0,5,1.0,5,4,4.0,4.0,2,4.0,4,5.0,5,4.0,5,1.0,4,4,5,4.0,3,4.0,5.0,1,5,5,5,5,5,3,5
250,2,2,3,1,2,3,3,1,1,2,3,2,3,3,3,4,3,3,3,4,3,4,4,3.0,3,3,3,2,2,3,3,1,1,2,4,4,3,3,3,4,4,3,3,4,3,4,4,3.0,2,4.0,5,5,3,2.0,4,3.0,4.0,1,2,5.0,5,3,2,2,5,2.0,5,4.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4,1.0,5,3,2.0,2.0,2,5.0,4,5.0,2,3.0,4,3.0,2,4,3,4.0,2,3.0,4.0,2,4,4,3,4,3,3,2
251,5,4,4,4,3,5,3,3,4,4,4,5,4,5,5,5,4,5,5,4,4,4,4,3.0,3,2,3,2,2,5,3,1,3,2,4,3,3,5,5,5,3,3,4,3,3,1,2,3.0,1,2.0,5,4,3,1.0,4,5.0,5.0,2,2,4.0,5,5,2,1,1,5.0,5,3.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,3.0,5,1.0,2,4,5.0,1.0,2,2.0,5,5.0,3,5.0,4,4.0,4,4,3,3.0,1,3.0,3.0,1,3,2,1,2,2,3,1
252,2,2,1,2,1,1,2,1,2,2,2,3,3,2,3,3,2,2,3,2,3,4,4,4.0,2,2,1,2,1,1,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,4,4,4.0,4,4.0,5,3,5,4.0,5,2.0,1.0,5,3,5.0,4,2,5,4,5,2.0,3,1.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,5,4.0,5,5,1.0,5.0,4,3.0,4,2.0,5,5.0,3,4.0,5,1,3,1.0,1,2.0,2.0,2,1,1,1,3,1,1,3
253,5,1,2,3,4,3,2,5,5,3,2,3,5,5,5,4,5,4,5,5,4,5,5,4.0,5,1,2,3,2,3,4,1,3,4,4,5,5,5,5,5,5,4,3,4,3,3,4,4.0,2,5.0,5,1,4,3.0,4,4.0,1.0,5,3,5.0,5,2,3,1,4,5.0,3,3.0,1.0,1.0,5.0,1.0,3.0,3.0,5.0,1.0,4.0,3,4.0,5,5,1.0,1.0,4,5.0,5,2.0,3,3.0,4,5.0,3,4,3,2.0,2,1.0,3.0,2,5,3,2,3,2,1,3
254,4,4,2,3,3,2,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,2.0,5,5,4,5,4,5,4,5,4,4,4,5,5,4,5,5,5,4,4,4,5,5,4,2.0,4,3.0,4,1,4,2.0,4,5.0,2.0,4,3,5.0,5,1,2,4,5,5.0,1,2.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,3.0,5.0,2,2.0,4,4,3.0,2.0,4,5.0,4,4.0,2,2.0,3,2.0,2,2,4,5.0,1,5.0,5.0,2,4,5,4,1,5,5,4
255,2,4,2,2,3,2,3,3,2,3,3,3,4,3,3,3,2,3,2,3,2,3,4,3.0,4,3,4,4,4,2,3,3,3,4,5,4,4,5,4,4,5,5,5,4,4,4,4,4.0,2,2.0,5,4,4,2.0,5,5.0,4.0,4,3,5.0,5,4,4,3,4,4.0,4,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,4.0,4,2.0,4,5,3.0,2.0,4,5.0,4,4.0,3,3.0,5,4.0,3,4,5,3.0,3,2.0,3.0,1,3,3,2,5,3,2,2
256,2,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,4,5,3.0,4,3,3,2,2,3,3,3,2,3,4,3,4,3,4,4,4,4,4,4,4,4,5,3.0,4,2.0,5,1,4,4.0,5,5.0,4.0,4,3,5.0,5,4,4,3,4,4.0,4,1.0,4.0,2.0,5.0,3.0,2.0,2.0,4.0,1.0,5.0,4,4.0,4,5,2.0,5.0,4,5.0,5,4.0,4,5.0,5,5.0,4,3,2,2.0,1,2.0,3.0,1,1,2,1,1,1,1,2
257,1,1,1,1,1,1,2,1,1,3,4,2,3,3,3,3,3,2,3,2,2,4,4,3.0,1,1,1,1,1,1,2,1,1,4,4,2,3,3,3,3,3,2,3,2,2,4,4,3.0,3,4.0,5,1,3,2.0,4,4.0,1.0,5,4,4.0,5,1,3,2,4,2.0,1,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4,2.0,5,5,1.0,4.0,2,4.0,4,1.0,5,4.0,4,4.0,3,4,3,3.0,2,5.0,5.0,1,1,4,1,3,3,3,3
258,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,4,3.0,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3.0,1,3.0,2,4,4,1.0,3,2.0,5.0,4,3,4.0,2,5,4,2,3,2.0,5,2.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,4,1.0,4,2,4.0,4.0,1,3.0,2,5.0,4,3.0,3,2.0,2,3,4,2.0,2,3.0,4.0,1,2,2,1,3,1,2,4
259,1,1,4,1,1,3,1,1,1,4,4,3,3,3,3,3,4,3,3,3,3,5,5,4.0,3,1,4,1,2,3,1,1,1,4,4,3,3,3,3,3,4,3,3,3,3,5,5,4.0,5,5.0,5,1,4,5.0,5,5.0,2.0,4,4,5.0,5,1,4,4,4,5.0,2,2.0,5.0,2.0,5.0,1.0,2.0,2.0,5.0,1.0,4.0,4,5.0,5,5,2.0,3.0,5,5.0,5,2.0,4,2.0,5,5.0,4,4,4,3.0,2,3.0,4.0,2,2,5,2,4,2,3,3
260,3,3,4,3,3,3,3,3,3,3,4,4,4,2,3,3,3,4,4,3,3,4,4,4.0,4,4,4,3,3,3,3,3,3,4,4,4,4,2,3,3,4,4,4,3,3,4,4,4.0,2,4.0,4,4,3,1.0,4,2.0,2.0,5,2,4.0,4,3,3,2,4,2.0,4,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4,1.0,4,4,2.0,3.0,2,4.0,3,4.0,4,3.0,4,2.0,3,3,4,2.0,2,3.0,3.0,4,2,3,2,2,2,2,3
261,4,4,1,2,3,4,4,3,2,5,4,4,5,4,4,4,4,4,4,1,3,5,5,5.0,3,3,1,2,4,4,4,3,2,4,4,3,5,4,4,4,4,4,4,1,3,5,5,5.0,4,5.0,4,1,4,2.0,4,2.0,2.0,4,4,5.0,5,1,4,4,5,5.0,1,1.0,2.0,5.0,5.0,2.0,1.0,2.0,5.0,2.0,5.0,3,5.0,4,4,1.0,3.0,4,5.0,4,1.0,5,3.0,4,5.0,3,4,5,5.0,3,2.0,5.0,3,2,4,2,3,1,2,5
262,3,4,4,3,3,3,4,4,2,4,3,4,4,4,3,3,3,4,3,4,4,4,3,2.0,2,2,3,4,2,3,2,3,3,3,2,3,2,2,4,4,3,1,2,3,2,4,3,3.0,4,4.0,5,5,4,2.0,4,4.0,3.0,3,4,2.0,2,4,5,5,4,2.0,4,1.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,4,4.0,4,4,1.0,2.0,3,4.0,5,2.0,4,4.0,4,2.0,4,4,5,3.0,5,1.0,3.0,3,4,5,5,3,3,4,3
263,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3.0,4,5.0,4,1,3,3.0,3,3.0,3.0,3,3,4.0,4,3,3,3,4,3.0,3,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4,2.0,3,4,3.0,3.0,3,3.0,4,3.0,3,3.0,4,3.0,3,4,4,3.0,3,3.0,3.0,3,4,3,3,3,2,3,3
264,2,3,3,3,1,4,3,3,3,5,4,5,5,5,5,5,4,5,5,4,5,4,4,3.0,5,4,4,4,1,4,3,3,3,5,4,5,5,5,5,5,5,5,5,5,5,4,4,3.0,1,4.0,5,4,4,1.0,4,4.0,4.0,4,2,5.0,5,4,2,2,5,4.0,5,1.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,1.0,2.0,2,1.0,5,5,4.0,2.0,2,5.0,5,5.0,4,4.0,5,2.0,2,2,2,2.0,2,2.0,2.0,2,4,2,2,2,2,2,4
265,2,1,1,5,1,1,3,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3.0,2,2,1,5,1,1,3,1,1,4,4,3,3,3,3,3,4,4,3,3,3,3,4,3.0,5,3.0,3,3,4,3.0,3,2.0,4.0,5,3,4.0,3,1,3,3,1,3.0,4,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,5,4.0,5,3,4.0,3.0,5,5.0,3,4.0,4,2.0,3,2.0,3,5,4,3.0,3,3.0,5.0,5,3,3,1,3,1,2,4
266,3,3,3,2,1,2,2,1,1,4,3,3,4,4,4,4,3,3,3,5,3,5,5,5.0,3,3,3,2,1,2,2,1,1,4,3,4,4,4,4,4,3,3,3,4,3,5,5,5.0,5,5.0,5,1,5,5.0,5,5.0,1.0,5,5,5.0,5,1,4,5,5,5.0,1,1.0,5.0,1.0,5.0,1.0,2.0,3.0,5.0,1.0,5.0,5,5.0,5,5,1.0,3.0,5,5.0,5,1.0,5,5.0,5,5.0,3,1,3,1.0,1,1.0,1.0,1,1,2,1,1,1,1,1
267,1,2,1,1,3,2,4,2,1,4,5,3,5,4,4,4,4,4,5,4,3,5,5,5.0,5,4,1,1,2,2,3,2,2,4,5,3,5,4,4,4,5,5,5,5,4,5,5,5.0,1,5.0,5,1,2,1.0,5,5.0,1.0,2,2,5.0,5,1,2,2,5,5.0,1,4.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,4,1.0,5,5,1.0,1.0,1,5.0,5,1.0,2,3.0,3,5.0,2,5,5,3.0,4,5.0,5.0,1,2,2,1,4,2,2,4
268,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,5,4,4,5,5,5.0,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,5,5,5,5,5,5,5,5.0,2,4.0,5,4,5,4.0,4,4.0,3.0,5,2,4.0,5,3,5,1,3,3.0,5,1.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,5,1.0,5,5,2.0,4.0,3,5.0,3,3.0,5,5.0,4,4.0,5,2,4,1.0,1,2.0,3.0,1,2,2,1,4,1,2,1
269,4,2,4,4,3,4,4,3,2,5,2,4,4,3,3,3,4,4,3,4,4,5,5,4.0,4,4,4,4,3,4,4,4,4,5,4,5,5,4,4,4,3,3,3,4,3,5,5,4.0,4,1.0,5,2,5,5.0,4,5.0,1.0,5,3,5.0,5,5,1,1,5,5.0,1,1.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,3.0,5,5.0,4,5,1.0,5.0,4,2.0,4,1.0,5,5.0,4,4.0,5,3,4,3.0,3,3.0,3.0,2,2,3,2,3,2,3,3
270,2,2,3,2,2,3,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4.0,3,3,3,2,2,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,2,5.0,4,2,4,2.0,4,4.0,2.0,4,4,4.0,4,2,4,4,4,4.0,2,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4,2.0,4,4,2.0,2.0,2,4.0,4,2.0,4,3.0,4,4.0,3,2,3,2.0,2,2.0,2.0,2,2,2,2,2,2,2,3
271,4,3,4,3,2,4,3,4,4,3,4,2,2,4,3,5,3,4,2,2,4,3,2,2.0,5,4,2,3,5,2,5,2,2,3,5,3,3,2,1,5,3,3,2,5,3,5,2,1.0,4,2.0,4,5,2,1.0,2,1.0,2.0,5,4,1.0,4,2,4,5,4,1.0,4,4.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,5,2.0,2,4,5.0,2.0,5,2.0,5,4.0,5,3.0,5,2.0,2,4,3,2.0,5,4.0,1.0,4,2,2,5,4,2,4,2
272,4,3,4,4,2,3,3,2,2,4,4,4,5,4,4,5,4,4,5,4,4,3,3,4.0,4,4,3,3,2,3,3,2,2,4,4,4,5,4,4,5,3,4,4,4,4,3,3,4.0,2,3.0,4,4,2,1.0,4,2.0,3.0,4,3,5.0,5,4,3,2,4,3.0,5,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3,1.0,4,4,2.0,2.0,2,3.0,4,3.0,3,3.0,3,4.0,3,2,3,2.0,4,2.0,2.0,3,4,2,3,5,2,3,3
273,4,2,4,2,3,4,3,2,3,4,4,4,5,4,4,3,4,5,3,5,4,3,4,4.0,2,4,2,2,3,2,3,2,2,3,4,3,4,3,4,3,4,4,2,5,4,4,5,4.0,2,3.0,5,4,3,2.0,4,5.0,2.0,5,3,4.0,5,2,4,3,4,5.0,4,3.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,1.0,4.0,3,2.0,4,5,2.0,2.0,2,4.0,4,2.0,3,4.0,3,5.0,3,2,3,3.0,1,3.0,3.0,2,2,3,1,4,2,2,4
274,4,2,2,2,1,1,2,3,2,4,4,3,3,2,4,4,4,4,5,5,5,2,5,5.0,4,2,2,2,1,1,2,3,2,4,5,4,3,2,4,4,5,4,5,5,5,2,5,5.0,5,5.0,4,4,4,5.0,5,2.0,4.0,5,5,5.0,4,2,5,5,5,1.0,2,1.0,5.0,1.0,5.0,3.0,2.0,4.0,5.0,3.0,4.0,5,5.0,5,4,3.0,5.0,5,5.0,3,2.0,5,5.0,4,2.0,4,2,3,3.0,1,2.0,2.0,1,1,4,1,3,1,1,4
275,2,2,4,1,1,1,4,1,1,4,5,3,4,4,4,4,4,5,3,4,4,5,5,4.0,2,2,4,1,1,1,4,1,1,3,5,3,4,4,4,4,3,4,4,3,2,5,5,4.0,1,1.0,4,4,4,1.0,4,2.0,4.0,4,2,4.0,4,5,3,2,2,2.0,5,2.0,1.0,2.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,4,1.0,4,3,4.0,1.0,1,2.0,4,5.0,2,4.0,4,1.0,4,5,4,2.0,2,3.0,5.0,1,2,4,2,2,2,2,3
276,3,3,3,2,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,4,3,3,3,3.0,4,4,4,3,3,4,4,3,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,2.0,4,3.0,3,3,4,3.0,3,3.0,3.0,3,3,3.0,3,3,3,3,3,3.0,3,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2.0,3,3,4.0,3.0,3,3.0,3,2.0,3,3.0,4,3.0,3,3,3,3.0,4,3.0,3.0,2,3,3,3,4,3,3,3
277,4,2,4,2,4,4,4,3,2,3,4,4,4,4,1,2,2,4,4,4,2,2,4,4.0,2,4,2,4,3,3,4,4,4,3,3,4,4,4,1,2,3,3,4,3,2,2,2,4.0,1,5.0,5,1,4,2.0,5,4.0,1.0,2,5,5.0,5,3,4,4,5,5.0,1,1.0,2.0,2.0,5.0,2.0,4.0,2.0,5.0,1.0,5.0,1,2.0,4,5,1.0,4.0,5,4.0,5,1.0,4,2.0,2,5.0,1,4,4,4.0,4,4.0,4.0,3,4,5,4,4,4,4,4
278,2,3,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,4.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.0,3,4.0,2,2,2,4.0,2,4.0,4.0,2,2,4.0,2,2,2,2,2,4.0,2,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,4.0,2,2,4.0,4.0,3,4.0,2,2.0,2,4.0,2,4.0,2,2,2,4.0,2,3.0,4.0,2,2,2,2,2,2,2,2
279,2,1,1,1,2,1,2,1,1,3,2,1,1,2,2,3,3,3,3,1,4,3,3,3.0,4,1,1,1,3,1,4,1,1,4,2,3,5,5,3,4,3,4,3,1,4,3,3,3.0,1,3.0,5,1,4,1.0,3,5.0,1.0,4,5,3.0,5,1,3,5,2,5.0,1,3.0,1.0,5.0,5.0,1.0,2.0,1.0,4.0,1.0,5.0,1,3.0,3,5,1.0,5.0,2,3.0,5,1.0,1,1.0,4,5.0,1,5,5,5.0,1,3.0,5.0,3,1,3,1,5,5,5,5
280,4,4,3,4,5,1,4,3,3,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4.0,2,2,3,2,1,1,2,2,3,3,3,3,2,3,3,4,2,3,2,2,1,3,3,2.0,2,2.0,5,1,3,2.0,4,5.0,2.0,5,2,5.0,5,2,3,2,2,5.0,2,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,5.0,4,2.0,4,4,2.0,4.0,2,4.0,5,2.0,4,4.0,4,4.0,4,4,4,4.0,4,4.0,4.0,1,2,5,2,4,3,1,4
281,2,2,1,2,2,2,3,1,2,3,2,2,3,3,2,2,2,1,3,2,3,5,5,5.0,1,1,1,1,2,1,2,1,1,3,1,1,2,3,2,2,2,1,3,1,3,5,5,5.0,4,2.0,5,1,3,4.0,3,3.0,1.0,5,2,4.0,4,2,4,4,3,2.0,1,4.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3,2.0,4,4,2.0,3.0,3,2.0,5,2.0,5,1.0,4,3.0,2,3,5,4.0,2,3.0,3.0,2,2,1,2,3,2,2,5
282,2,2,1,1,2,2,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,2,3,5.0,4,4,4,4,2,3,4,3,2,2,3,4,4,3,4,4,4,3,2,3,3,4,4,5.0,1,1.0,2,5,3,1.0,1,4.0,5.0,4,1,5.0,2,4,5,1,2,4.0,5,1.0,1.0,5.0,1.0,2.0,3.0,5.0,1.0,5.0,3.0,3,1.0,1,4,2.0,1.0,1,2.0,5,5.0,4,4.0,3,2.0,2,2,3,2.0,1,4.0,4.0,2,2,2,1,1,2,1,2
283,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3.0,4,4,3,4,4,3,3,4,3,3,4,4,3,4,3,3,4,4,4,4,3,3,4,3.0,4,3.0,3,3,3,3.0,3,3.0,3.0,3,4,3.0,3,3,2,3,3,3.0,3,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3,2,3.0,3.0,3,3.0,3,2.0,3,3.0,4,3.0,3,3,3,3.0,4,3.0,3.0,4,3,3,3,4,3,3,3
284,4,3,4,2,1,2,4,2,1,2,2,2,2,1,2,2,3,4,3,4,4,3,4,4.0,2,3,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,3,2,2,2,2,3.0,4,5.0,5,1,4,2.0,4,5.0,1.0,4,4,5.0,5,1,5,4,5,5.0,1,2.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,5.0,5,3.0,5,5,2.0,4.0,4,5.0,5,1.0,5,5.0,5,5.0,5,4,5,4.0,3,3.0,4.0,4,5,4,4,4,4,5,4
