,rationality,color,side,Q5.1,Q7.1,Q10.1,Q12.1,Q14.1,Q16.1,Q18.1,investments,analyst,jury,bartender,prefer,gender,education,age,userID,NARS_S1,NARS_S2,NARS_S3,BFI_S1,BFI_S2,BFI_S3,BFI_S4,BFI_S5,GODSPEED1_S1,GODSPEED1_S2,GODSPEED1_S3,GODSPEED1_S4,GODSPEED1_S5,preference_average
0,2,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1.0,4,24,R_1GCf3z8V47zJYRt,1.2228310321816913,2.565663017880717,2.197352642592525,1.5432186582363245,8.168550649861235,12.025817082211516,0.977063018422008,5.77777245936856,1.1035673666620442,1.1752401033299822,5.503836737025752,5.375553415801878,14.539275401296697,0.2857142857142857
1,2,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1.0,4,30,R_1FJJG6UOccX69LN,1.3888662800264568,2.9565811053282136,1.7899767730226037,1.4536073019955649,4.504050765286152,17.439188968495397,2.103197228170339,9.165617971374015,1.492264241731102,1.436615836690556,4.174048315097643,3.825836156517246,4.140243195184056,0.7142857142857143
2,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0.0,4,30,R_1eS6jGY5UCiIQcb,1.4397001385011605,3.931064165686875,2.391277901572212,2.139033450087424,5.931700935397668,21.69545420061119,1.5466377017393815,10.30935490207947,1.30059743407287,1.564010835470828,4.603959967714818,6.518857673233672,7.851762628254644,0.14285714285714285
3,2,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1.0,3,54,R_7TF7eN0fxa4dLq1,1.0313227333235677,2.369928267970999,1.7899767730226037,2.614601370725196,7.5018227447004575,26.49200542492871,0.837970881222916,8.79729799593509,2.388201250280308,2.1738672649498896,5.9732544341316824,5.936376602370202,10.94558462294186,0.8571428571428571
4,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.0,3,37,R_AyDljEl6D41PSIF,1.581099622911761,3.5417157369932575,2.391277901572212,1.0810587935189735,9.566638808222125,12.849480616612981,1.5466377017393815,4.334571053448583,1.30059743407287,0.90371359064997,3.3558083568871018,3.825836156517246,5.2542096923788195,0.5714285714285714
5,2,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0.0,4,40,R_29aX9AoTxPdhIYp,1.2806422413502803,2.369928267970999,1.9971851791814892,2.380301939853917,11.43263900639494,30.45491605481755,0.837970881222916,9.540415207508627,0.9003991322183198,1.9348716559804453,5.9732544341316824,9.060477412858459,18.635971248265715,0.42857142857142855
6,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.0,4,37,R_3IRJjcvDitJA2nl,1.6674270186648334,3.5417157369932575,2.5796151695634784,2.767310182089635,10.297445918215503,24.025040643695938,1.2261885770841194,11.103948938335906,1.492264241731102,1.6894291230809564,10.166195922616652,9.747699326850041,14.539275401296697,0.7142857142857143
7,2,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1.0,4,50,R_2Vg2HaM24qMH3N2,1.2806422413502803,3.1517834794293393,2.197352642592525,1.8048439614156924,6.542968974110951,13.704139422479356,1.822108261748448,9.165617971374015,2.388201250280308,2.8588683067009275,5.503836737025752,5.936376602370202,5.2542096923788195,0.7142857142857143
8,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,4,45,R_3DwOilcSJ2iDlev,0.8848061927956931,1.1908437781389987,1.3501941478711619,2.537225899452337,7.5018227447004575,26.49200542492871,1.2261885770841194,11.924036679880242,1.492264241731102,1.3070862529463527,6.455323550726899,5.936376602370202,16.524566547029835,0.2857142857142857
9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,7,44,R_2a9yhA3gpFKEGcZ,1.3888662800264568,3.5417157369932575,1.9971851791814892,2.0569059282296607,6.234509642160841,22.843217050837488,1.7787072582539971,9.540415207508627,1.30059743407287,1.436615836690556,5.04731724347377,7.747789188467313,9.336402563021199,0.8571428571428571
10,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,4,25,R_ZgXLtw1cakJRxnz,0.8848061927956931,2.17399515624034,2.7629086736745014,2.139033450087424,5.343217057840902,20.581463830222354,1.822108261748448,9.921667936691758,2.216044230664593,2.5218418416965753,7.4565043101042345,7.747789188467313,16.524566547029835,0.5714285714285714
11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,3,34,R_1Nw4KqBnT5yCDi5,1.4397001385011605,3.931064165686875,3.116131962903039,2.459135402410924,8.85691746445529,30.45491605481755,1.1059263459336686,12.7694643951072,1.1035673666620442,1.3070862529463527,3.3558083568871018,5.375553415801878,9.336402563021199,1.0
12,2,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1.0,7,44,R_25u199SR0KMzlKY,1.2228310321816913,3.7364597681821783,2.391277901572212,1.2703366839850672,4.777897372119613,22.843217050837488,1.642698338495916,13.64008472477259,1.1035673666620442,1.0408656062262964,1.5704974578734654,1.354901682838511,1.530076013533733,0.7142857142857143
13,2,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0.0,3,29,R_2y15rZnf7DTawMM,1.581099622911761,2.17399515624034,2.197352642592525,1.9738615049802226,6.542968974110951,13.704139422479356,1.642698338495916,6.08672031505669,2.388201250280308,2.2911830097358243,3.757887647503019,4.8366591995967765,5.2542096923788195,0.8571428571428571
14,2,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1.0,5,52,R_1dEvQHPKEbUnRN8,1.3888662800264568,2.369928267970999,2.197352642592525,1.1764998373212299,10.670676554802046,26.49200542492871,1.445654698161403,5.475553683272643,1.6791837030567844,2.2911830097358243,6.455323550726899,7.1227418950711385,10.94558462294186,0.2857142857142857
