LocationLatitude,locationLatitude,,Location Latitude,"{""ImportId"":""locationLatitude""}",37.3697052,29.58920288,39.88340759,36.63549805,34.77659607,41.7769928,40.72799683,44.46980286,34.92730713,-12.04330444,44.06900024,34.09049988,34.7743988,30.49980164,44.06559753,39.90170288,36.16589355,41.18040466,36.19200134,34.15390015,32.16560364,41.2808075,42.60960388,34.03900146,40.8782959,33.9414978,32.97219849,34.16130066,32.79640198,36.33999634
LocationLongitude,locationLongitude,,Location Longitude,"{""ImportId"":""locationLongitude""}",-122.0214005,-98.29389954,-83.83000183,-88.28299713,-76.88670349,-72.52359772,-73.94529724,-123.3430023,-78.90930176,-77.02829742,-123.0825043,-118.1343994,-106.7274017,-97.80819702,-93.52700043,-74.18219757,-86.78440094,-79.05970001,-85.4559021,-117.9918976,-85.67079926,-75.89620209,-83.0515976,-117.7547989,-74.08129883,-118.1306992,-96.73760223,-118.0895004,-117.0690002,-79.62879944
DistributionChannel,distributionChannel,,Distribution Channel,"{""ImportId"":""distributionChannel""}",anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous
UserLanguage,userLanguage,,User Language,"{""ImportId"":""userLanguage""}",EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
RecipientLastName,recipientLastName,,Recipient Last Name,"{""ImportId"":""recipientLastName""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipientFirstName,recipientFirstName,,Recipient First Name,"{""ImportId"":""recipientFirstName""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipientEmail,recipientEmail,,Recipient Email,"{""ImportId"":""recipientEmail""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExternalReference,externalDataReference,,External Data Reference,"{""ImportId"":""externalDataReference""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationLatitude,locationLatitude,,Location Latitude,"{""ImportId"":""locationLatitude""}",37.3697052,29.58920288,39.88340759,36.63549805,34.77659607,41.7769928,40.72799683,44.46980286,34.92730713,-12.04330444,44.06900024,34.09049988,34.7743988,30.49980164,44.06559753,39.90170288,36.16589355,41.18040466,36.19200134,34.15390015,32.16560364,41.2808075,42.60960388,34.03900146,40.8782959,33.9414978,32.97219849,34.16130066,32.79640198,36.33999634
LocationLongitude,locationLongitude,,Location Longitude,"{""ImportId"":""locationLongitude""}",-122.0214005,-98.29389954,-83.83000183,-88.28299713,-76.88670349,-72.52359772,-73.94529724,-123.3430023,-78.90930176,-77.02829742,-123.0825043,-118.1343994,-106.7274017,-97.80819702,-93.52700043,-74.18219757,-86.78440094,-79.05970001,-85.4559021,-117.9918976,-85.67079926,-75.89620209,-83.0515976,-117.7547989,-74.08129883,-118.1306992,-96.73760223,-118.0895004,-117.0690002,-79.62879944
DistributionChannel,distributionChannel,,Distribution Channel,"{""ImportId"":""distributionChannel""}",anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous
UserLanguage,userLanguage,,User Language,"{""ImportId"":""userLanguage""}",EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
Q1.2,QID83,,"I am age 18 or older, I have read and understood the information above, I want to participate in this research and continue with the survey:","{""ImportId"":""QID83""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q1.3,gender,,To which gender identity do you most identify?,"{""ImportId"":""QID84""}",1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1
Q1.4,age,"TEXT""}",What is your age?,"{""ImportId"":""QID85_TEXT""}",41,26,35,36,55,26,47,50,58,41,31,52,54,63,33,43,35,67,50,54,38,42,53,A43,29,31,44,27,65,41
Q1.5,education,,"What is the highest degree or level of school you have completed? (If 
you’re currently enrolled in school, please indicate the highest degree 
you have received.)","{""ImportId"":""QID86""}",3,3,2,5,2,3,5,5,4,5,3,3,5,3,2,5,2,4,3,2,2,5,4,5,5,5,5,5,3,5
Q2.1_1,BFI,1,I see myself as someone who is: - Is talkative,"{""ImportId"":""QID77_1""}",4,1,2,1,4,2,1,1,5,5,1,2,5,5,2,4,1,4,2,5,2,2,4,4,2,3,4,1,4,5
Q2.1_2,BFI,2,I see myself as someone who is: - Tends to find fault with others,"{""ImportId"":""QID77_2""}",3,3,2,1,2,3,4,2,1,1,4,1,2,2,1,2,3,5,2,2,4,4,2,1,3,1,4,4,4,2
Q2.1_3,BFI,3,I see myself as someone who is: - Does a thorough job,"{""ImportId"":""QID77_3""}",4,4,4,5,4,3,5,4,5,5,4,5,5,5,5,5,4,2,4,5,4,3,5,5,4,5,5,5,5,5
Q2.1_4,BFI,4,"I see myself as someone who is: - Is depressed, blue","{""ImportId"":""QID77_4""}",2,5,4,4,1,5,2,3,2,1,2,1,2,1,2,2,1,5,2,1,2,3,1,1,1,1,2,4,1,1
Q2.1_5,BFI,5,"I see myself as someone who is: - Is original, comes up with new ideas","{""ImportId"":""QID77_5""}",5,4,2,3,3,4,4,3,2,4,4,3,4,3,4,3,4,3,5,4,4,4,4,5,2,4,5,3,4,5
Q2.1_6,BFI,6,I see myself as someone who is: - Is reserved,"{""ImportId"":""QID77_6""}",4,5,4,5,3,5,5,5,4,3,4,4,2,2,2,2,3,3,4,1,5,4,2,4,4,4,2,5,4,3
Q2.1_7,BFI,7,I see myself as someone who is: - Is helpful and unselfish with others,"{""ImportId"":""QID77_7""}",4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,4,3,3,4,4,4,3,4,5,3,5,3,2,4,3
Q2.1_8,BFI,8,I see myself as someone who is: - Can be somewhat careless,"{""ImportId"":""QID77_8""}",2,2,1,2,2,3,2,2,1,1,4,1,1,2,1,1,2,4,2,2,2,4,2,1,4,1,1,2,4,2
Q2.1_9,BFI,9,"I see myself as someone who is: - Is relaxed, handles stress well","{""ImportId"":""QID77_9""}",4,1,4,1,4,1,2,4,4,5,5,5,4,4,4,4,4,1,4,4,5,2,4,5,4,5,3,2,4,3
Q2.1_10,BFI,10,I see myself as someone who is: - Is curious about many different things,"{""ImportId"":""QID77_10""}",4,5,3,5,4,5,5,5,4,4,5,4,4,5,5,3,4,4,4,5,5,3,5,5,2,5,5,5,5,5
Q2.1_11,BFI,11,I see myself as someone who is: - Is full of energy,"{""ImportId"":""QID77_11""}",3,1,2,1,4,1,2,3,4,4,3,3,1,4,4,4,4,1,2,4,1,3,4,5,2,5,3,1,4,5
Q2.1_12,BFI,12,I see myself as someone who is: - Starts quarrels with others,"{""ImportId"":""QID77_12""}",2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,4,2,1,1,4,1,1,2,1,2,2,3,2
Q2.1_13,BFI,13,I see myself as someone who is: - Is a reliable worker,"{""ImportId"":""QID77_13""}",5,4,4,5,4,3,5,4,5,5,3,5,5,5,5,5,5,3,4,5,4,3,5,5,4,5,5,5,5,5
Q2.1_14,BFI,14,I see myself as someone who is: - Can be tense,"{""ImportId"":""QID77_14""}",4,5,4,5,1,4,5,2,2,1,4,1,4,4,4,3,3,4,2,2,2,4,1,1,2,1,4,5,3,4
Q2.1_15,BFI,15,"I see myself as someone who is: - Is ingenious, a deep thinker","{""ImportId"":""QID77_15""}",4,3,2,4,3,2,4,3,4,4,4,2,4,3,4,2,3,1,5,5,4,3,3,5,3,4,4,5,4,5
Q2.1_16,BFI,16,I see myself as someone who is: - Generates a lot of enthusiasm,"{""ImportId"":""QID77_16""}",4,3,2,1,4,2,1,2,5,4,4,2,2,4,3,3,1,1,2,4,2,3,4,5,2,5,3,1,4,4
Q2.1_17,BFI,17,I see myself as someone who is: - Has a forgiving nature,"{""ImportId"":""QID77_17""}",4,3,4,5,4,4,3,4,4,5,2,5,4,4,5,4,3,1,4,5,1,2,5,5,4,5,2,3,4,4
Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID77_18""}",2,2,1,2,1,3,1,1,1,1,5,1,1,2,1,1,2,5,4,2,1,4,1,1,4,1,1,2,2,2
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID77_19""}",2,5,2,5,2,5,5,1,2,1,2,2,2,2,4,4,2,5,5,2,2,3,1,1,3,1,4,5,4,3
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID77_20""}",4,5,2,5,4,4,4,4,2,3,4,3,2,4,5,3,5,5,5,4,4,4,4,5,2,5,5,5,4,5
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID77_21""}",4,5,4,5,3,4,5,5,2,3,5,4,2,2,2,2,5,3,4,2,5,4,2,4,4,3,2,5,4,3
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID77_22""}",2,2,4,4,4,4,5,4,5,4,4,5,4,4,5,2,1,2,4,4,2,2,5,5,4,5,1,2,3,4
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID77_23""}",2,4,2,1,1,2,2,2,1,2,5,1,1,1,1,1,2,5,2,2,2,4,2,1,4,1,2,4,2,2
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID77_24""}",4,1,4,4,4,1,2,4,4,5,5,5,5,4,4,4,4,1,4,4,5,3,2,5,4,5,3,2,4,2
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID77_25""}",4,5,2,1,3,3,4,3,2,3,4,2,4,3,4,3,4,3,4,2,2,4,4,5,2,4,4,3,4,5
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID77_26""}",4,1,2,1,4,2,1,1,5,3,2,1,2,5,1,4,3,2,4,4,1,4,2,1,3,3,3,1,4,5
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID77_27""}",3,4,4,4,1,2,4,3,2,1,4,1,4,4,1,3,4,3,2,1,2,4,2,1,3,1,4,4,4,2
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID77_28""}",4,4,4,5,4,3,5,4,5,5,4,5,4,4,5,5,5,2,4,5,4,3,5,5,3,5,5,5,5,5
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID77_29""}",4,4,2,1,2,4,5,2,4,1,4,1,4,2,2,2,4,4,4,2,2,4,2,1,4,1,3,2,4,2
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID77_30""}",4,5,2,4,3,5,3,4,5,3,5,4,4,5,5,3,3,4,5,4,2,2,5,5,1,4,4,5,4,5
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID77_31""}",4,5,4,5,2,5,5,5,1,3,5,4,4,2,4,2,5,4,4,2,5,4,3,4,4,5,2,5,4,3
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID77_32""}",4,5,4,4,4,4,5,4,5,5,5,4,5,4,5,4,4,3,5,5,4,3,4,5,4,5,1,5,4,4
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID77_33""}",4,5,4,4,4,3,4,4,5,5,4,4,5,4,5,5,3,2,4,5,4,3,4,5,4,5,4,3,4,4
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID77_34""}",4,4,4,3,4,2,4,4,4,5,4,5,4,4,3,4,5,1,4,4,4,2,4,4,3,5,4,2,4,3
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID77_35""}",4,5,4,5,4,2,4,1,5,2,5,3,4,2,4,4,4,4,5,2,4,2,3,1,4,5,5,3,4,3
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID77_36""}",4,1,2,1,4,2,1,1,5,4,1,3,2,4,4,4,1,1,2,4,1,2,4,1,2,3,3,1,4,5
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID77_37""}",2,2,2,1,2,1,2,2,1,1,4,1,1,3,1,3,2,2,2,1,2,4,2,1,3,1,4,1,4,2
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID77_38""}",4,3,4,3,4,3,5,4,5,5,3,4,4,4,4,5,5,3,5,5,3,3,5,5,2,5,5,3,5,5
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID77_39""}",2,5,2,5,1,5,5,2,2,1,4,1,2,2,2,2,1,4,1,2,2,3,1,1,3,1,2,5,3,2
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID77_40""}",2,5,2,5,3,4,5,5,4,3,4,3,4,4,4,3,5,3,4,4,2,3,4,5,3,5,3,5,3,4
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID77_41""}",4,1,4,2,3,1,3,3,4,2,3,2,2,1,1,3,2,2,4,4,4,2,1,1,5,2,4,2,2,4
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID77_42""}",4,2,4,3,4,4,5,4,2,5,2,4,5,4,4,4,2,3,4,4,4,3,4,5,3,5,5,3,4,4
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID77_43""}",4,5,2,1,2,4,2,2,1,1,4,1,1,2,2,2,2,3,4,4,4,4,1,1,3,1,2,3,2,4
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID77_44""}",2,3,2,4,2,4,1,4,5,4,3,4,2,5,4,2,2,4,5,4,1,2,3,5,2,1,2,4,3,5
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID78_PAGE_SUBMIT""}",86.03,99.907,72.177,63.876,83.779,64.997,118.698,121.941,80.415,173.482,106.398,69.909,148.4,86.598,217.323,67.8,93.078,200.633,1225.38,89.793,207.123,84.335,199.434,97.471,101.875,83.265,110.707,85.214,127.103,122.526
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID88_1""}",3,1,4,3,2,3,2,3,4,4,3,3,4,3,3,5,3,3,4,4,4,3,2,1,5,2,3,4,4,4
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID88_2""}",3,3,4,3,3,3,3,3,4,4,4,4,5,3,4,5,4,4,5,5,4,3,3,1,5,2,5,5,3,4
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID88_3""}",4,5,2,4,4,4,4,4,2,5,3,4,2,4,5,1,3,4,4,3,4,3,4,4,2,4,2,3,4,4
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID88_4""}",2,1,2,1,2,2,2,2,4,1,2,1,4,2,2,5,2,2,2,3,2,3,2,1,3,2,2,1,1,2
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID88_5""}",3,5,2,3,4,4,4,4,2,4,4,3,1,2,4,1,3,4,4,2,3,3,4,5,2,4,3,4,3,4
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID88_6""}",3,5,2,2,4,3,2,4,1,3,3,3,1,3,4,1,2,3,4,2,1,3,4,5,1,4,3,4,2,2
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID88_7""}",3,2,2,1,1,2,2,1,1,2,4,2,3,1,2,3,2,2,1,4,2,3,1,1,2,2,1,1,1,2
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID88_8""}",2,5,4,2,2,4,4,1,2,1,1,2,3,2,1,5,2,4,1,3,2,3,2,1,3,2,2,2,2,1
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID88_9""}",2,2,4,2,3,3,2,1,4,3,3,3,5,2,2,5,3,3,3,4,4,3,2,1,5,2,2,4,2,4
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID88_10""}",2,1,4,1,4,2,2,1,1,1,1,1,3,1,1,2,2,2,1,2,2,2,2,1,3,2,2,4,1,2
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID88_11""}",2,4,4,2,2,2,2,1,4,4,2,2,4,2,2,5,3,2,1,4,2,3,2,1,4,2,4,5,2,3
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID88_12""}",2,1,4,2,1,2,2,1,2,1,1,2,3,2,1,3,2,2,1,3,1,2,2,1,5,2,2,2,2,2
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID88_13""}",2,1,3,1,1,1,2,1,2,1,1,2,4,2,2,4,2,2,1,4,2,3,2,1,5,2,2,2,2,4
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID88_14""}",2,2,4,3,2,2,3,1,4,3,3,3,4,3,2,1,2,3,5,4,2,3,2,1,5,2,3,3,1,3
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID89_PAGE_SUBMIT""}",51.36,71.689,55.976,53.649,55.054,38.356,61.452,60.35,55.697,89.716,63.586,52.029,92.431,63.89,122.952,45.34,64.638,89.237,68.322,49.556,202.803,47.326,55.13,33.383,32.994,88.886,56.789,47.679,77.462,111.917
Q5.1,QID94,,Which robot do you agree with?,"{""ImportId"":""QID94""}",1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1
Q5.2_Page Submit,QID94,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",2.344,5.523,4.055,8.233,2.577,4.864,5.963,4.186,3.533,3.218,2.626,4.442,6.217,4.767,5.397,2.954,3.629,18.422,5.233,2.549,6.234,6.756,5.344,2.046,25.1,2.311,3.422,4.387,4.055,12.138
Q7.1,QID96,,Which robot do you agree with?,"{""ImportId"":""QID96""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2
Q7.2_Page Submit,QID96,response_time,Timing - Page Submit,"{""ImportId"":""QID97_PAGE_SUBMIT""}",1.729,1.787,1.725,1.35,1.966,1.886,1.75,2.419,1.952,1.986,2.898,1.733,2.487,2.587,2.09,2.335,1.78,8.062,1.616,1.898,1.608,1.827,3.917,6.364,1.012,2.756,1.741,1.489,1.999,2.184
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID92""}",4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4
Q8.2_Page Submit,QID92,response_time,Timing - Page Submit,"{""ImportId"":""QID93_PAGE_SUBMIT""}",9.275,8.714,7.624,37.396,25.768,11.34,16.774,244.866,38.766,5.07,22.833,5.717,9.156,23.465,23.929,4.711,311.064,27.668,12.29,29.684,36.21,148.963,9.32,4.507,12.687,50.025,8.252,3.949,6.969,9.566
Q10.1,QID100,,Which robot do you agree with?,"{""ImportId"":""QID100""}",1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1
Q10.2_Page Submit,QID100,response_time,Timing - Page Submit,"{""ImportId"":""QID101_PAGE_SUBMIT""}",1.439,1.741,1.512,1.816,2.099,1.253,1.817,2.032,2.013,1.471,2.272,1.542,1.661,2.316,2.286,2.226,2.071,7.975,1.546,1.612,3.064,1.908,4.011,2.335,1.887,1.956,1.502,1.32,8.859,2.56
Q12.1,QID102,,Which robot do you agree with?,"{""ImportId"":""QID102""}",1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1
Q12.2_Page Submit,QID102,response_time,Timing - Page Submit,"{""ImportId"":""QID103_PAGE_SUBMIT""}",1.657,1.757,1.973,1.079,1.665,1.429,1.145,1.633,1.283,1.585,3.165,1.726,1.48,2.249,7.114,2.241,2.074,2.792,1.374,1.484,2.032,1.714,3.624,1.417,5.065,5.973,1.144,1.441,1.658,2.352
Q14.1,QID104,,Which robot do you agree with?,"{""ImportId"":""QID104""}",1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
Q14.2_Page Submit,QID104,response_time,Timing - Page Submit,"{""ImportId"":""QID105_PAGE_SUBMIT""}",1.762,1.489,3.943,1.813,1.409,1.335,1.509,2.3,1.77,1.741,12.153,1.523,2.306,2.037,2.982,2.583,1.814,2.87,1.789,1.342,4.906,15.817,5.988,1.53,1.261,1.541,3.352,1.863,1.848,2.956
Q16.1,QID106,,Which robot DON'T you agree with?,"{""ImportId"":""QID106""}",2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1
Q16.2_Page Submit,QID106,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",2.284,2.248,5.115,3.4,1.73,1.332,2.673,4.976,3.209,4.131,3.648,2.103,1.788,3.652,8.153,1.626,5.95,13.094,2.766,3.56,6.159,8.051,4.479,2.438,2.475,4.391,1.454,2.271,2.243,2.6
Q18.1,QID108,,Which robot do you agree with?,"{""ImportId"":""QID108""}",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q18.2_Page Submit,QID108,response_time,Timing - Page Submit,"{""ImportId"":""QID109_PAGE_SUBMIT""}",2.074,4.267,2.387,1.631,1.571,1.447,1.862,2.746,2.495,2.577,2.249,1.667,1.867,3.129,2.604,2.967,3.917,3.165,2.524,3.435,2.082,3.402,3.501,1.573,1.797,2.159,1.293,1.888,1.797,2.21
