,question,option,full_text,dict_text,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
RecipientLastName,recipientLastName,,Recipient Last Name,"{""ImportId"":""recipientLastName""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipientFirstName,recipientFirstName,,Recipient First Name,"{""ImportId"":""recipientFirstName""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipientEmail,recipientEmail,,Recipient Email,"{""ImportId"":""recipientEmail""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExternalReference,externalDataReference,,External Data Reference,"{""ImportId"":""externalDataReference""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationLatitude,locationLatitude,,Location Latitude,"{""ImportId"":""locationLatitude""}",40.165603637695,32.690902709961,39.964904785156,38.784301757812,32.704895019531,47.901504516602,29.739700317383,47.5625,41.786102294922,38.481399536133,39.784698486328,29.347305297852,35.738693237305,37.062698364258,12.25,38.921295166016,38.350692749023,28.602401733398,37.751007080078,29.934204101562,28.971496582031,34.10319519043,33.558303833008,36.837203979492,31.591796875,38.786193847656,40.780502319336,42.590805053711,41.922393798828,38.350997924805
LocationLongitude,locationLongitude,,Location Longitude,"{""ImportId"":""locationLongitude""}",-74.821899414062,-97.263801574707,-83.138298034668,-121.37060546875,-80.271598815918,-122.18440246582,-95.523803710938,-115.44200134277,-71.400100708008,-92.127296447754,-99.311698913574,-98.100898742676,-82.054801940918,-76.405197143555,109.18328857422,-77.038597106934,-121.93260192871,-81.358901977539,-97.821998596191,-95.405700683594,-95.578598022461,-118.45249938965,-85.000801086426,-76.14640045166,-110.17189788818,-93.723899841309,-73.951202392578,-71.80549621582,-87.652397155762,-75.54460144043
DistributionChannel,distributionChannel,,Distribution Channel,"{""ImportId"":""distributionChannel""}",anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous
UserLanguage,userLanguage,,User Language,"{""ImportId"":""userLanguage""}",EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
Q1.2,QID83,,"I am age 18 or older, I have read and understood the information above, I want to participate in this research and continue with the survey:","{""ImportId"":""QID83""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q1.3,gender,,To which gender identity do you most identify?,"{""ImportId"":""QID84""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q1.4,age,"TEXT""}",What is your age?,"{""ImportId"":""QID85_TEXT""}",48,30,27,61,33,35,26,37,42,42,35,48,66,44,46,35,35,57,46,25,52,39,33,32,24,58,34,37,26,24
Q1.5,education,,"What is the highest degree or level of school you have completed? (If 
you’re currently enrolled in school, please indicate the highest degree 
you have received.)","{""ImportId"":""QID86""}",2,6,5,4,7,6,3,5,5,4,5,4,3,5,6,5,4,4,4,1,5,3,2,3,3,3,3,6,6,2
Q2.1_1,BFI,1,I see myself as someone who is: - Is talkative,"{""ImportId"":""QID77_1""}",2,1,2,3,2,4,4,4,2,5,5,5,5,4,3,2,2,4,4,2,4,4,2,5,2,3,1,1,4,4
Q2.1_2,BFI,2,I see myself as someone who is: - Tends to find fault with others,"{""ImportId"":""QID77_2""}",2,5,1,2,4,2,3,2,2,2,2,4,1,1,1,2,1,2,1,3,1,1,2,2,2,4,1,4,4,4
Q2.1_3,BFI,3,I see myself as someone who is: - Does a thorough job,"{""ImportId"":""QID77_3""}",3,5,4,5,4,5,3,4,5,5,5,5,5,5,1,5,4,4,5,4,5,5,4,5,4,5,5,3,4,4
Q2.1_4,BFI,4,"I see myself as someone who is: - Is depressed, blue","{""ImportId"":""QID77_4""}",1,1,3,1,4,1,3,1,4,1,1,5,1,1,2,3,1,2,3,2,2,1,2,1,3,4,1,4,4,2
Q2.1_5,BFI,5,"I see myself as someone who is: - Is original, comes up with new ideas","{""ImportId"":""QID77_5""}",3,3,4,5,3,4,4,4,5,4,2,5,5,2,4,4,3,4,4,3,4,4,3,5,4,3,4,3,4,4
Q2.1_6,BFI,6,I see myself as someone who is: - Is reserved,"{""ImportId"":""QID77_6""}",3,4,4,3,4,5,3,2,4,1,4,1,1,4,5,5,4,2,1,5,5,2,4,1,4,3,5,4,5,2
Q2.1_7,BFI,7,I see myself as someone who is: - Is helpful and unselfish with others,"{""ImportId"":""QID77_7""}",3,3,3,4,4,5,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4,4,4,5,4,3,2,3,3,4
Q2.1_8,BFI,8,I see myself as someone who is: - Can be somewhat careless,"{""ImportId"":""QID77_8""}",2,4,3,2,2,1,3,2,1,2,1,2,1,2,3,3,1,2,1,2,2,1,2,1,2,2,2,1,2,2
Q2.1_9,BFI,9,"I see myself as someone who is: - Is relaxed, handles stress well","{""ImportId"":""QID77_9""}",4,4,3,4,2,4,4,2,2,4,4,1,5,4,2,4,5,4,4,4,4,5,3,5,3,4,5,1,1,3
Q2.1_10,BFI,10,I see myself as someone who is: - Is curious about many different things,"{""ImportId"":""QID77_10""}",4,4,4,5,4,5,3,3,5,4,4,5,5,3,1,5,5,4,5,4,5,4,4,5,4,4,1,3,5,4
Q2.1_11,BFI,11,I see myself as someone who is: - Is full of energy,"{""ImportId"":""QID77_11""}",3,3,3,3,3,4,3,4,3,4,5,5,3,4,3,2,4,4,3,3,3,4,3,5,4,2,1,1,4,3
Q2.1_12,BFI,12,I see myself as someone who is: - Starts quarrels with others,"{""ImportId"":""QID77_12""}",3,2,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,4,4,3
Q2.1_13,BFI,13,I see myself as someone who is: - Is a reliable worker,"{""ImportId"":""QID77_13""}",5,5,5,5,3,5,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,3,5,4
Q2.1_14,BFI,14,I see myself as someone who is: - Can be tense,"{""ImportId"":""QID77_14""}",3,4,2,2,4,4,2,4,4,3,1,1,1,2,5,5,1,2,4,2,2,2,2,1,3,3,1,5,5,3
Q2.1_15,BFI,15,"I see myself as someone who is: - Is ingenious, a deep thinker","{""ImportId"":""QID77_15""}",3,3,3,5,2,5,4,3,5,3,4,5,5,3,4,3,3,4,5,1,4,3,3,5,4,3,1,3,2,4
Q2.1_16,BFI,16,I see myself as someone who is: - Generates a lot of enthusiasm,"{""ImportId"":""QID77_16""}",3,3,2,3,3,4,2,4,3,3,5,5,4,3,2,1,2,4,3,2,3,2,2,5,3,2,3,2,3,3
Q2.1_17,BFI,17,I see myself as someone who is: - Has a forgiving nature,"{""ImportId"":""QID77_17""}",4,2,3,4,4,5,4,4,1,5,5,5,5,2,4,3,4,4,4,4,3,4,3,5,4,2,3,1,4,3
Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID77_18""}",3,4,2,1,1,1,3,2,1,1,1,2,1,2,3,3,2,2,1,1,2,1,2,1,3,2,4,1,1,2
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID77_19""}",4,4,2,1,4,4,2,3,5,3,4,5,1,1,1,3,2,2,4,2,5,1,4,1,4,4,2,5,5,4
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID77_20""}",2,2,5,5,4,4,4,3,5,4,4,5,5,3,3,5,4,4,4,3,5,3,3,5,3,3,5,3,5,4
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID77_21""}",4,4,4,3,4,4,3,3,4,1,1,1,1,3,4,5,4,2,1,5,4,2,4,1,4,3,5,5,5,2
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID77_22""}",3,1,5,4,4,4,4,3,5,3,4,4,5,2,2,4,5,4,2,4,3,4,3,5,4,2,5,1,1,5
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID77_23""}",3,4,4,3,3,1,3,1,2,1,1,2,1,2,2,3,2,2,1,2,2,1,2,1,2,1,1,3,1,2
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID77_24""}",3,1,3,5,2,4,3,3,2,5,5,1,5,4,1,4,5,4,4,4,4,5,3,5,4,4,1,2,1,4
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID77_25""}",3,1,4,5,2,4,4,3,5,4,2,5,5,2,4,3,2,4,4,2,4,3,4,5,3,3,4,2,3,3
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID77_26""}",2,2,2,4,2,4,2,3,2,5,4,4,5,3,3,3,2,4,4,1,2,1,2,4,2,4,1,4,1,3
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID77_27""}",3,4,1,2,3,1,4,1,2,1,1,1,1,2,5,4,1,2,2,1,2,1,2,1,2,3,2,4,1,3
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID77_28""}",4,5,4,5,3,5,3,4,5,5,5,5,4,4,1,3,5,4,4,4,5,5,4,5,4,5,3,3,3,4
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID77_29""}",2,3,4,2,4,2,3,3,4,4,1,2,1,4,2,5,1,2,2,3,3,1,2,1,3,3,1,4,5,3
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID77_30""}",3,1,4,5,4,4,3,4,5,4,4,5,5,3,4,5,1,4,4,2,5,4,2,5,4,3,5,4,5,4
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID77_31""}",3,4,4,2,5,4,2,3,3,1,1,1,1,4,2,5,1,2,1,5,5,4,4,1,4,2,5,3,5,2
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID77_32""}",3,4,4,4,4,5,4,5,2,5,5,5,5,4,1,4,4,4,4,4,4,4,4,5,4,4,5,3,4,4
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID77_33""}",4,4,5,5,4,4,3,4,4,4,5,5,4,4,4,4,4,4,5,4,5,5,4,5,4,5,5,2,5,4
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID77_34""}",4,4,3,4,2,5,3,2,4,4,4,4,5,4,2,4,5,4,4,3,4,5,3,5,3,4,5,1,1,4
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID77_35""}",3,4,1,3,4,4,3,3,3,3,3,3,1,2,5,4,2,2,2,5,2,2,4,1,3,4,4,4,3,3
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID77_36""}",3,2,2,2,2,4,4,3,2,4,4,5,5,4,4,2,2,4,4,1,2,4,2,5,2,3,1,3,4,4
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID77_37""}",3,3,1,2,3,1,2,2,2,2,1,1,1,2,2,5,2,2,2,2,1,3,2,1,1,1,1,4,4,2
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID77_38""}",3,4,3,4,4,5,3,4,2,5,5,5,4,4,1,3,4,4,4,4,4,5,4,5,4,4,1,3,5,4
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID77_39""}",3,3,3,2,4,2,4,3,4,2,1,3,1,2,3,1,1,2,3,3,3,1,4,1,3,2,3,4,5,2
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID77_40""}",3,3,4,4,2,5,2,2,5,4,4,5,5,3,1,5,3,4,4,3,4,4,4,5,4,3,4,2,3,4
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID77_41""}",3,5,1,1,3,2,3,3,1,2,2,1,1,3,4,1,2,2,1,3,1,2,4,1,2,3,4,2,1,2
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID77_42""}",3,5,4,4,5,5,3,3,4,5,5,5,5,3,5,5,4,4,3,4,4,5,4,5,4,3,1,3,3,4
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID77_43""}",2,2,2,2,2,2,3,1,2,2,1,3,1,2,2,2,2,2,4,2,4,1,2,1,2,2,3,2,4,2
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID77_44""}",4,1,3,5,2,5,4,3,5,3,4,5,5,3,5,4,2,4,3,1,5,3,2,5,3,2,4,3,5,3
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID78_PAGE_SUBMIT""}",66.439,82.418,79.823,95.698,73.639,139.298,21.57,117.55,89.462,141.104,122.392,89.38,108.87,122.016,243.387,231.212,92.043,68.649,101.198,253.281,315.08,71.583,140.219,64.764,97.525,106.387,116.332,102.377,71.794,277.86
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID88_1""}",5,4,2,3,5,4,2,1,3,4,3,3,5,4,2,4,2,4,4,4,3,2,4,4,2,2,5,4,4,4
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID88_2""}",5,3,3,4,5,3,4,3,3,5,3,4,4,4,1,4,2,4,3,4,3,2,4,5,3,3,5,5,4,4
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID88_3""}",3,2,4,4,2,4,3,1,4,3,3,5,3,2,1,5,4,4,3,1,4,4,2,4,4,4,1,2,3,3
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID88_4""}",4,4,1,2,1,1,2,5,2,3,2,1,4,3,2,2,2,2,2,4,1,1,2,1,2,2,5,1,2,2
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID88_5""}",2,3,3,4,1,4,2,1,4,3,3,3,3,2,3,5,4,3,2,1,3,4,4,4,3,4,1,2,4,4
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID88_6""}",2,2,5,3,2,2,3,1,3,2,3,3,2,2,5,1,4,3,3,1,3,5,2,2,3,4,1,2,3,3
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID88_7""}",3,1,1,2,3,1,4,1,2,2,2,1,2,2,5,4,2,2,1,3,1,1,2,1,1,1,3,1,1,1
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID88_8""}",2,4,1,2,2,1,2,5,2,2,2,1,3,2,1,2,2,4,2,4,1,2,2,1,2,2,5,1,1,1
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID88_9""}",5,4,2,3,5,1,4,5,2,4,4,1,4,3,3,5,2,5,4,4,1,1,2,2,3,3,5,3,4,4
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID88_10""}",3,4,1,2,1,1,3,3,2,3,1,1,2,3,2,4,2,2,2,4,1,1,2,1,1,2,5,2,1,2
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID88_11""}",4,3,3,3,3,2,3,5,2,4,2,4,4,4,1,5,2,4,2,4,2,1,4,2,3,3,5,4,1,4
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID88_12""}",5,4,1,2,2,2,3,5,2,5,2,1,3,2,2,1,2,2,2,4,1,2,2,1,2,2,4,4,1,3
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID88_13""}",5,4,4,2,2,1,4,5,2,3,2,1,3,2,2,3,2,3,1,3,2,1,2,2,2,2,5,2,1,1
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID88_14""}",5,4,4,4,1,2,2,5,4,1,2,2,3,2,3,4,4,4,1,3,3,2,3,3,2,2,3,4,1,4
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID89_PAGE_SUBMIT""}",36.774,34.168,63.958,57.487,38.52,71.112,7.563,48.187,156.659,53.062,71.956,76.077,72.752,63.195,37.88,193.42,39.598,52.821,99.427,866.589,81.468,51.771,55.683,49.158,47.024,68.096,108.374,51.194,66.488,69.56
Q5.1,QID96,,Which robot do you agree with?,"{""ImportId"":""QID96""}",2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1
Q5.2_Page Submit,QID96,response_time,Timing - Page Submit,"{""ImportId"":""QID97_PAGE_SUBMIT""}",5.277,5.381,4.831,4.923,5.205,9.175,2.394,3.015,4.313,4.457,5.07,2.907,6.446,2.731,3.78,4.703,43.767,2.297,8.507,2.664,7.797,10.078,4.359,6.907,5.979,3.821,34.042,2.363,2.568,50.349
Q7.1,QID98,,Which robot do you agree with?,"{""ImportId"":""QID98""}",1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2
Q7.2_Page Submit,QID98,response_time,Timing - Page Submit,"{""ImportId"":""QID99_PAGE_SUBMIT""}",2.888,1.766,1.442,1.848,3.969,1.956,1.439,1.457,2.33,2.292,1.658,2.733,3.358,1.721,2.382,2.463,7.999,2.083,3.937,1.008,2.649,2.292,2.712,1.55,1.499,2.125,15.841,3.658,1.613,2.74
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID94""}",5,4,4,4,1,5,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
Q8.2_Page Submit,QID94,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",9.56,4.952,9.383,6.173,5.735,30.576,2.835,15.263,14.189,14.156,19.741,7.01,26.44,6.632,10.566,10.528,16.58,29.64,41.876,3.672,5.372,7.024,1891.956,27.613,6.771,6.321,22.34,12.952,9.25,24.728
Q10.1,QID102,,Which robot do you agree with?,"{""ImportId"":""QID102""}",1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2
Q10.2_Page Submit,QID102,response_time,Timing - Page Submit,"{""ImportId"":""QID103_PAGE_SUBMIT""}",1.668,1.664,1.166,1.816,3.135,4.312,1.546,1.468,1.973,2.683,1.369,2.57,3.868,2.812,2.406,2.372,5.47,2.747,2.653,0.855,2.012,3.534,2.927,2.097,1.881,2.755,1.868,1.207,1.452,3.741
Q12.1,QID104,,Which robot do you agree with?,"{""ImportId"":""QID104""}",2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2
Q12.2_Page Submit,QID104,response_time,Timing - Page Submit,"{""ImportId"":""QID105_PAGE_SUBMIT""}",1.381,1.407,1.194,2.027,2.586,2.555,1.283,1.659,19.735,1.686,1.889,2.593,3.264,2.035,2.304,2.367,3.642,2.061,2.362,1.924,2.062,1.501,2.291,1.57,1.156,1.968,1.533,1.902,1.693,8.28
Q14.1,QID106,,Which robot do you agree with?,"{""ImportId"":""QID106""}",2,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2
Q14.2_Page Submit,QID106,response_time,Timing - Page Submit,"{""ImportId"":""QID107_PAGE_SUBMIT""}",1.311,1.261,1.124,1.471,2.306,2.821,1.688,2.404,1.658,1.936,70.736,2.613,2.188,2.413,1.77,3.231,5.143,2.267,3.512,1.101,2.555,2.651,2.207,1.722,3.598,2.231,23.755,1.391,1.677,9.474
Q16.1,QID108,,Which robot DON'T you agree with?,"{""ImportId"":""QID108""}",1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,2
Q16.2_Page Submit,QID108,response_time,Timing - Page Submit,"{""ImportId"":""QID109_PAGE_SUBMIT""}",3.297,2.173,3.817,3.824,4.187,4.852,2.257,5.027,2.914,2.801,3.751,7.829,5.102,4.806,2.604,3.391,7.764,5.5,5.187,1.826,3.528,3.617,3.55,3.88,4.977,3.799,140.068,2.73,1.333,1.911
Q18.1,QID110,,Which robot do you agree with?,"{""ImportId"":""QID110""}",2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1
Q18.2_Page Submit,QID110,response_time,Timing - Page Submit,"{""ImportId"":""QID111_PAGE_SUBMIT""}",2.718,1.379,1.052,2.624,2.671,3.424,1.456,2.395,2.312,1.903,1.841,2.543,3.298,2.585,1.372,2.494,9.868,2.176,3.143,1.594,2.66,2.932,2.783,3.093,1.876,18.511,31.422,2.009,1.263,22.01
Q19.1_6,QID90,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID90_6""}",1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,4,1,1,1,4,4,1,1,1,1,1,1,1
Q19.1_2,QID90,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID90_2""}",1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,4,1,1,4,4,4,1,1,1,1,1,1,1
Q19.1_7,QID90,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID90_7""}",1,4,1,1,4,1,4,1,4,4,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,1,1,1,1,1
Q19.1_3,QID90,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID90_3""}",4,1,4,1,4,1,1,1,4,4,4,1,1,4,1,1,1,1,1,1,1,4,1,4,1,4,1,4,1,4
