,question,option,full_text,dict_text,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
RecipientLastName,recipientLastName,,Recipient Last Name,"{""ImportId"":""recipientLastName""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipientFirstName,recipientFirstName,,Recipient First Name,"{""ImportId"":""recipientFirstName""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipientEmail,recipientEmail,,Recipient Email,"{""ImportId"":""recipientEmail""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExternalReference,externalDataReference,,External Data Reference,"{""ImportId"":""externalDataReference""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationLatitude,locationLatitude,,Location Latitude,"{""ImportId"":""locationLatitude""}",35.618896484375,42.876007080078,42.905700683594,32.918701171875,45.722595214844,41.018600463867,35.575302124023,42.272994995117,36.118896484375,28.588302612305,42.272994995117,41.404998779297,47.390899658203,32.812698364258,39.013107299805,14.482498168945,37.218307495117,30.167205810547,23.033294677734,37.751007080078,48.798202514648,34.076400756836,36.182403564453,40.623397827148,40.102996826172,35.131103515625,40.663192749023,40.063995361328,37.103500366211,40.255798339844
LocationLongitude,locationLongitude,,Location Longitude,"{""ImportId"":""locationLongitude""}",-120.76689910889,-83.875396728516,-78.626403808594,-96.114097595215,-68.795097351074,28.964706420898,-93.792297363281,-83.599403381348,-115.12329864502,-81.243896484375,-83.599403381348,-72.4833984375,-122.26370239258,-117.03329467773,-84.204902648926,120.91690063477,-121.75389862061,-81.771499633789,72.61669921875,-97.821998596191,-122.40980529785,-118.26260375977,-79.806701660156,-74.028800964355,-74.941497802734,-80.851196289062,-73.553001403809,-80.720901489258,-80.420700073242,-76.858596801758
DistributionChannel,distributionChannel,,Distribution Channel,"{""ImportId"":""distributionChannel""}",anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous,anonymous
UserLanguage,userLanguage,,User Language,"{""ImportId"":""userLanguage""}",EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
Q1.2,QID99,,"I am age 18 or older, I have read and understood the information above, I want to participate in this research and continue with the survey:","{""ImportId"":""QID99""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q1.3,gender,,To which gender identity do you most identify?,"{""ImportId"":""QID100""}",2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1
Q1.4,age,"TEXT""}",What is your age?,"{""ImportId"":""QID101_TEXT""}",27,24,34,25,31,45,53,28,50,26,61,49,39,35,31,46,36,44,26,30,24,33,27,57,50,52,44,31,27,22
Q1.5,education,,"What is the highest degree or level of school you have completed? (If 
you’re currently enrolled in school, please indicate the highest degree 
you have received.)","{""ImportId"":""QID102""}",5,3,5,2,5,5,2,6,5,5,6,5,4,3,3,5,5,3,6,5,4,5,3,2,3,2,3,5,3,2
Q2.1_1,BFI,1,I see myself as someone who is: - Is talkative,"{""ImportId"":""QID93_1""}",4,2,4,5,4,4,1,3,4,1,3,4,3,3,4,5,5,2,5,5,1,2,1,2,4,5,4,4,4,2
Q2.1_2,BFI,2,I see myself as someone who is: - Tends to find fault with others,"{""ImportId"":""QID93_2""}",2,4,2,1,5,2,1,4,4,2,4,5,2,1,1,1,1,2,4,1,3,4,1,1,1,1,4,5,1,3
Q2.1_3,BFI,3,I see myself as someone who is: - Does a thorough job,"{""ImportId"":""QID93_3""}",2,4,4,5,4,5,4,3,5,4,3,4,5,3,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,2
Q2.1_4,BFI,4,"I see myself as someone who is: - Is depressed, blue","{""ImportId"":""QID93_4""}",5,5,2,1,1,2,1,3,1,4,3,1,1,2,1,1,1,2,1,1,4,1,4,2,1,5,3,1,1,5
Q2.1_5,BFI,5,"I see myself as someone who is: - Is original, comes up with new ideas","{""ImportId"":""QID93_5""}",3,1,4,5,5,5,4,4,5,4,4,5,4,2,5,5,5,4,2,4,5,5,2,4,4,5,4,5,5,4
Q2.1_6,BFI,6,I see myself as someone who is: - Is reserved,"{""ImportId"":""QID93_6""}",2,3,2,1,4,4,5,4,3,5,3,5,3,4,2,3,1,4,4,1,4,3,5,5,3,4,5,1,1,4
Q2.1_7,BFI,7,I see myself as someone who is: - Is helpful and unselfish with others,"{""ImportId"":""QID93_7""}",3,3,4,5,4,4,4,3,4,4,3,4,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,2,5,4
Q2.1_8,BFI,8,I see myself as someone who is: - Can be somewhat careless,"{""ImportId"":""QID93_8""}",5,4,2,1,5,2,4,3,2,3,3,4,1,4,4,1,1,1,4,1,2,1,2,1,1,1,2,4,1,4
Q2.1_9,BFI,9,"I see myself as someone who is: - Is relaxed, handles stress well","{""ImportId"":""QID93_9""}",5,1,4,5,4,5,5,2,5,4,4,3,5,3,5,5,5,2,4,4,2,5,2,4,5,1,2,5,5,2
Q2.1_10,BFI,10,I see myself as someone who is: - Is curious about many different things,"{""ImportId"":""QID93_10""}",2,4,4,5,5,5,5,4,5,5,3,5,4,3,5,5,5,5,4,1,5,2,5,5,5,5,5,5,5,5
Q2.1_11,BFI,11,I see myself as someone who is: - Is full of energy,"{""ImportId"":""QID93_11""}",4,1,4,5,4,5,2,3,4,2,3,2,1,3,4,5,5,4,4,4,2,4,5,3,5,3,2,5,4,2
Q2.1_12,BFI,12,I see myself as someone who is: - Starts quarrels with others,"{""ImportId"":""QID93_12""}",2,3,2,1,5,1,1,3,1,1,3,2,1,1,1,1,1,2,4,1,2,2,1,1,1,1,3,1,1,2
Q2.1_13,BFI,13,I see myself as someone who is: - Is a reliable worker,"{""ImportId"":""QID93_13""}",4,5,4,5,3,5,5,4,5,4,4,4,5,3,5,5,5,5,4,4,5,4,2,5,5,5,5,5,5,4
Q2.1_14,BFI,14,I see myself as someone who is: - Can be tense,"{""ImportId"":""QID93_14""}",2,5,2,1,5,2,1,4,2,4,4,4,1,2,1,1,1,4,4,1,5,1,4,3,3,5,4,1,1,4
Q2.1_15,BFI,15,"I see myself as someone who is: - Is ingenious, a deep thinker","{""ImportId"":""QID93_15""}",4,5,4,5,4,5,5,4,4,5,3,5,4,2,4,5,5,4,4,4,5,2,2,4,5,5,2,5,4,4
Q2.1_16,BFI,16,I see myself as someone who is: - Generates a lot of enthusiasm,"{""ImportId"":""QID93_16""}",5,2,4,5,5,4,2,3,4,2,3,1,2,2,5,5,5,2,3,1,4,3,2,3,4,3,4,5,5,3
Q2.1_17,BFI,17,I see myself as someone who is: - Has a forgiving nature,"{""ImportId"":""QID93_17""}",4,2,4,5,4,4,5,3,3,4,2,2,3,5,5,5,5,4,4,4,4,4,3,5,5,5,4,1,5,4
Q2.1_18,BFI,18,I see myself as someone who is: - Tends to be disorganized,"{""ImportId"":""QID93_18""}",5,5,2,1,5,1,4,2,2,3,3,4,1,4,4,1,1,1,4,1,3,2,2,1,1,1,1,1,2,4
Q2.1_19,BFI,19,I see myself as someone who is: - Worries a lot,"{""ImportId"":""QID93_19""}",3,5,2,1,5,1,1,3,1,3,3,5,3,2,1,1,1,5,4,1,3,1,4,1,2,5,5,1,1,4
Q2.1_20,BFI,20,I see myself as someone who is: - Has ana active imagination,"{""ImportId"":""QID93_20""}",5,1,4,5,5,5,5,4,5,4,4,5,4,3,5,5,5,5,4,4,5,3,5,3,5,5,4,5,5,4
Q2.1_21,BFI,21,I see myself as someone who is: - Tends to be quiet,"{""ImportId"":""QID93_21""}",4,4,4,1,4,4,5,4,3,5,4,5,3,4,2,2,1,4,5,1,5,2,5,4,3,4,4,2,2,4
Q2.1_22,BFI,22,I see myself as someone who is: - Is generally trusting,"{""ImportId"":""QID93_22""}",4,4,4,5,5,2,4,3,4,4,4,5,2,5,5,5,5,4,4,4,4,5,5,4,5,3,4,1,4,4
Q2.1_23,BFI,23,I see myself as someone who is: - Tends to be lazy,"{""ImportId"":""QID93_23""}",4,5,2,1,5,1,4,3,1,4,3,4,1,4,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,5
Q2.1_24,BFI,24,"I see myself as someone who is: - Is emotionally stable, not easily upset","{""ImportId"":""QID93_24""}",5,1,4,5,4,4,5,2,4,4,3,2,5,3,5,5,5,1,4,4,3,4,2,5,5,3,1,5,5,2
Q2.1_25,BFI,25,I see myself as someone who is: - Is inventive,"{""ImportId"":""QID93_25""}",3,2,4,5,2,4,5,3,4,3,2,5,4,3,5,5,5,4,4,4,5,4,2,3,4,5,4,5,5,4
Q2.1_26,BFI,26,I see myself as someone who is: - Has an assertive personality,"{""ImportId"":""QID93_26""}",5,1,4,5,2,4,4,3,3,2,3,1,3,2,5,5,5,2,4,4,2,4,2,4,4,5,4,4,4,2
Q2.1_27,BFI,27,I see myself as someone who is: - Can be cold and aloof,"{""ImportId"":""QID93_27""}",3,3,2,1,5,2,1,4,2,4,3,3,2,3,1,3,1,1,4,1,5,2,2,1,1,1,1,4,1,4
Q2.1_28,BFI,28,I see myself as someone who is: - Preseveres until the task is finished,"{""ImportId"":""QID93_28""}",5,3,4,5,1,5,4,4,4,5,4,3,5,3,5,5,5,5,4,4,5,5,4,5,5,5,4,5,5,3
Q2.1_29,BFI,29,I see myself as someone who is: - Can be moody,"{""ImportId"":""QID93_29""}",2,5,2,1,4,2,1,4,2,4,4,2,1,1,1,1,1,4,3,1,4,2,4,3,3,4,4,1,1,4
Q2.1_30,BFI,30,"I see myself as someone who is: - Values artistic, aesthetic experiences","{""ImportId"":""QID93_30""}",3,4,4,5,5,5,1,3,4,5,3,5,4,4,5,4,4,5,3,4,5,4,5,4,5,5,1,5,5,5
Q2.1_31,BFI,31,"I see myself as someone who is: - Is sometimes shy, inhibited","{""ImportId"":""QID93_31""}",4,5,2,1,2,3,2,2,4,5,3,5,1,4,4,2,1,5,3,1,5,2,2,4,4,2,1,4,1,5
Q2.1_32,BFI,32,I see myself as someone who is: - Is considerate and kind to almost everyone,"{""ImportId"":""QID93_32""}",4,5,4,5,5,4,4,3,5,5,2,4,5,4,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5
Q2.1_33,BFI,33,I see myself as someone who is: - Does things efficiently,"{""ImportId"":""QID93_33""}",4,5,4,5,5,5,2,3,4,4,3,5,5,3,4,5,5,5,3,4,4,3,2,5,5,5,5,5,5,4
Q2.1_34,BFI,34,I see myself as someone who is: - Remains calm in tense situations,"{""ImportId"":""QID93_34""}",2,2,4,5,5,4,5,4,5,4,3,4,5,3,5,5,5,2,3,1,3,2,2,3,5,3,2,5,5,4
Q2.1_35,BFI,35,I see myself as someone who is: - Prefers work that is routine,"{""ImportId"":""QID93_35""}",2,5,2,3,5,2,4,4,2,4,4,3,3,4,2,3,1,2,3,1,3,3,1,5,4,3,4,4,3,4
Q2.1_36,BFI,36,"I see myself as someone who is: - Is outgoing, sociable","{""ImportId"":""QID93_36""}",5,2,4,5,5,4,1,4,3,2,4,1,3,3,5,5,5,2,4,4,2,4,2,2,3,5,3,5,4,2
Q2.1_37,BFI,37,I see myself as someone who is: - Is sometimes rude to others,"{""ImportId"":""QID93_37""}",4,3,2,1,2,1,1,3,2,2,3,4,1,2,1,2,2,1,4,1,3,3,4,1,1,1,2,4,1,2
Q2.1_38,BFI,38,I see myself as someone who is: - Makes plans and follows through with them,"{""ImportId"":""QID93_38""}",2,2,4,5,5,5,5,3,4,2,4,3,5,4,4,5,5,5,3,4,4,2,2,5,5,5,4,5,5,3
Q2.1_39,BFI,39,I see myself as someone who is: - Gets nervous easily,"{""ImportId"":""QID93_39""}",4,5,2,1,4,1,1,2,2,4,3,4,1,3,1,1,1,5,4,1,4,2,4,2,2,5,4,1,1,4
Q2.1_40,BFI,40,"I see myself as someone who is: - Likes to reflect, play with ideas","{""ImportId"":""QID93_40""}",2,3,4,5,4,5,5,3,4,5,4,5,4,4,5,5,5,4,4,4,5,3,5,3,4,5,4,5,5,4
Q2.1_41,BFI,41,I see myself as someone who is: - Has few artistic interests,"{""ImportId"":""QID93_41""}",4,5,2,1,5,2,4,3,1,1,3,1,2,3,1,2,1,1,4,1,2,3,2,2,5,1,4,1,1,1
Q2.1_42,BFI,42,I see myself as someone who is: - Likes to cooperate with others,"{""ImportId"":""QID93_42""}",5,4,4,5,4,3,1,4,5,3,3,3,5,4,5,4,5,3,4,4,4,3,5,5,5,5,4,4,5,5
Q2.1_43,BFI,43,I see myself as someone who is: - Is easily disracted,"{""ImportId"":""QID93_43""}",3,5,2,1,5,2,4,3,2,2,3,4,1,3,4,2,1,1,4,1,3,2,1,2,1,2,5,1,1,3
Q2.1_44,BFI,44,"I see myself as someone who is: - Is sophisticated in art, music, or literature","{""ImportId"":""QID93_44""}",2,3,4,5,5,4,2,3,3,5,4,5,3,3,4,4,5,4,4,4,5,4,3,3,4,5,4,5,4,3
Q2.2_Page Submit,BFI,response_time,Timing - Page Submit,"{""ImportId"":""QID94_PAGE_SUBMIT""}",39.318,73.223,63.455,54.669,54.004,131.288,85.576,56.636,84.484,93.56,111.727,121.497,71.101,197.648,198.786,127.484,42.335,73.687,253.614,126.951,110.79,97.986,86.472,231.089,198.247,143.088,237.686,1033.576,50.212,199.12
Q3.1_1,NARS,1,Click to write the question text - I would feel uneasy if robots really had emotions.,"{""ImportId"":""QID104_1""}",2,4,3,1,2,2,2,3,4,3,3,5,2,3,5,4,1,1,4,2,3,3,4,2,3,3,2,3,3,4
Q3.1_2,NARS,2,Click to write the question text - Something bad might happen if robots developed into living beings.,"{""ImportId"":""QID104_2""}",2,4,3,1,4,2,4,3,2,3,4,5,3,3,5,5,2,1,3,2,3,2,4,3,2,4,2,4,3,4
Q3.1_3,NARS,3,Click to write the question text - I would feel relaxed talking with robots.,"{""ImportId"":""QID104_3""}",2,2,4,5,5,5,4,4,4,2,3,3,4,4,4,4,4,5,4,3,3,5,2,4,4,5,4,4,4,3
Q3.1_4,NARS,4,Click to write the question text - I would feel uneasy if I was given a job where I had to use robots.,"{""ImportId"":""QID104_4""}",2,2,2,1,5,1,1,4,1,4,3,4,1,2,1,2,2,1,4,3,3,2,4,2,2,2,2,1,1,3
Q3.1_5,NARS,5,"Click to write the question text - If robots had emotions, I would be able to make friends with them.","{""ImportId"":""QID104_5""}",4,3,4,5,4,4,4,3,3,3,3,2,4,4,4,4,1,5,4,3,5,4,2,4,4,4,4,5,4,4
Q3.1_6,NARS,6,Click to write the question text - I (would?) feel comforted being with robots that have emotions.,"{""ImportId"":""QID104_6""}",2,2,3,5,4,4,4,3,3,3,4,1,4,3,2,2,2,5,3,3,3,4,2,4,3,4,4,2,3,3
Q3.1_7,NARS,7,"Click to write the question text - The word ""robot"" means nothing to me.","{""ImportId"":""QID104_7""}",3,2,2,1,2,2,1,2,1,2,3,2,3,2,1,1,4,2,1,2,3,2,4,2,1,1,1,1,1,2
Q3.1_8,NARS,8,Click to write the question text - I would feel nervous operating a robot in front of other people.,"{""ImportId"":""QID104_8""}",4,2,2,1,2,1,1,3,2,2,2,3,1,2,1,2,2,1,3,3,3,2,2,2,2,2,2,1,1,4
Q3.1_9,NARS,9,Click to write the question text - I would hate the idea that robots or artificial intelligence were making judgments about things.,"{""ImportId"":""QID104_9""}",4,4,3,1,5,1,5,3,1,2,3,5,2,3,4,2,2,1,3,3,3,2,4,2,3,3,2,2,2,2
Q3.1_10,NARS,10,Click to write the question text - I would feel very nervous just standing in front of a robot.,"{""ImportId"":""QID104_10""}",5,3,2,1,5,1,1,4,1,3,4,3,1,2,1,2,5,1,3,3,2,2,4,2,2,1,2,1,1,3
Q3.1_11,NARS,11,"Click to write the question text - I feel that if I depend on robots too much, something bad might happen.","{""ImportId"":""QID104_11""}",2,5,3,1,3,1,4,4,1,2,4,4,2,2,5,3,2,1,3,2,5,3,4,2,3,3,2,4,2,4
Q3.1_12,NARS,12,Click to write the question text - I would feel paranoid talking with a robot.,"{""ImportId"":""QID104_12""}",5,4,2,1,4,1,1,3,1,2,3,1,1,2,2,2,3,1,3,2,2,2,4,1,2,1,2,1,1,4
Q3.1_13,NARS,13,Click to write the question text - I am concerned that robots would be a bad influence on children.,"{""ImportId"":""QID104_13""}",2,4,2,1,4,1,1,3,2,3,4,2,2,2,2,2,2,2,3,2,3,3,2,2,3,3,2,2,1,4
Q3.1_14,NARS,14,Click to write the question text - I feel that in the future society will be dominated by robots.,"{""ImportId"":""QID104_14""}",3,4,4,3,5,1,4,4,2,4,3,3,4,3,4,1,3,5,4,3,3,2,2,3,3,3,2,3,1,4
Q3.2_Page Submit,NARS,response_time,Timing - Page Submit,"{""ImportId"":""QID105_PAGE_SUBMIT""}",16.191,17.268,58.588,28.588,39.116,63.762,50.314,13.787,59.677,50.7,10.357,74.862,40.994,82.56,112.575,87.552,12.895,39.854,54.277,98.808,68.12,46.327,43.433,92.378,137.995,92.358,88.311,128.165,24.411,164.132
Q5.1,QID78,,Which robot do you agree with?,"{""ImportId"":""QID78""}",1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2
Q5.2_Page Submit,QID78,response_time,Timing - Page Submit,"{""ImportId"":""QID77_PAGE_SUBMIT""}",2.79,2.182,4.754,3.169,6.63,7.34,8.441,7.319,8.72,20.759,2.897,6.877,3.598,7.639,14.417,7.198,4.629,5.862,4.242,2.335,4.095,15.589,5.237,7.371,20.45,12.48,5.659,1.981,1.268,38.232
Q7.1,QID88,,Which robot do you agree with?,"{""ImportId"":""QID88""}",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2
Q7.2_Page Submit,QID88,response_time,Timing - Page Submit,"{""ImportId"":""QID87_PAGE_SUBMIT""}",1.578,1.68,1.48,3.758,1.762,1.567,2.048,2.251,2.184,1.447,1.85,3.543,1.365,2.168,5.226,2.978,2.097,2.073,1.331,3.867,2.592,2.198,1.22,5.03,2.025,4.303,1.578,1.744,2.942,1.406
Q8.1,trap_question,,What does Liz enjoy doing?,"{""ImportId"":""QID108""}",1,4,1,4,3,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,4,4,4,1,4,4,1,4,4,4
Q8.2_Page Submit,QID108,response_time,Timing - Page Submit,"{""ImportId"":""QID109_PAGE_SUBMIT""}",21.254,7.184,7.888,67.02,14.75,4.35,27.087,132.692,7.827,34.18,6.125,8.167,31.022,10.53,45.195,58.573,13.499,21.207,5.609,4.388,7.889,18.997,6.216,35.743,5.639,90.281,14.845,11.632,7.061,15.795
Q10.1,QID111,,Which robot do you agree with?,"{""ImportId"":""QID111""}",1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2
Q10.2_Page Submit,QID111,response_time,Timing - Page Submit,"{""ImportId"":""QID110_PAGE_SUBMIT""}",8.907,1.705,1.79,1.402,1.757,0.787,5.1,1.707,3.806,4.771,1.556,2.492,4.873,1.776,1.752,4.414,1.314,1.539,2.256,1.368,3.206,2.4,1.608,1.468,2.604,2.852,1.881,1.329,0.62,8.921
Q12.1,QID113,,Which robot do you agree with?,"{""ImportId"":""QID113""}",1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1
Q12.2_Page Submit,QID113,response_time,Timing - Page Submit,"{""ImportId"":""QID112_PAGE_SUBMIT""}",2.763,1.888,1.543,1.524,2.462,1.196,2.224,2.537,2.123,1.628,3.988,2.907,1.072,2.977,1.993,3.366,3.304,1.712,1.735,1.613,0.975,5.135,1.449,1.373,2.45,2.936,1.481,1.392,2.21,0.969
Q14.1,QID115,,Which robot do you agree with?,"{""ImportId"":""QID115""}",2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1
Q14.2_Page Submit,QID115,response_time,Timing - Page Submit,"{""ImportId"":""QID114_PAGE_SUBMIT""}",1.862,3.644,1.402,1.89,1.92,0.506,4.125,1.958,2.406,1.838,1.51,3.491,1.318,2.358,2.075,5.42,1.198,1.737,19.726,1.653,2.935,7.466,3.368,1.741,1.925,1.284,1.335,1.263,4.557,12.131
Q16.1,QID117,,Which robot do you agree with?,"{""ImportId"":""QID117""}",1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2
Q16.2_Page Submit,QID117,response_time,Timing - Page Submit,"{""ImportId"":""QID116_PAGE_SUBMIT""}",2.757,1.51,1.353,2.259,2.122,0.609,2.453,1.703,34.868,1.517,1.627,12.33,1.229,2.261,1.641,3.374,1.358,1.42,8.711,1.907,1.187,10.17,1.021,1.445,1.415,1.571,2.32,1.248,1.142,1.669
Q18.1,QID119,,Which robot do you agree with?,"{""ImportId"":""QID119""}",1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2
Q18.2_Page Submit,QID119,response_time,Timing - Page Submit,"{""ImportId"":""QID118_PAGE_SUBMIT""}",2.197,1.814,1.01,1.125,1.815,1.071,2.741,2.083,3.286,1.641,1.082,2.542,1.277,2.459,2.724,3.248,1.29,1.576,47.208,2.303,0.788,3.678,1.053,2.352,1.945,1.276,1.19,2.234,0.674,1.788
Q19.1_6,QID106,6,For each statement choose a robot. - Which robot would you trust to manage your investments portfolio?,"{""ImportId"":""QID106_6""}",4,4,1,4,4,1,1,4,4,1,4,1,4,4,1,1,1,4,4,1,4,1,4,1,1,4,1,1,4,1
Q19.1_2,QID106,2,For each statement choose a robot. - Which robot do you think will serve as a good jury member?,"{""ImportId"":""QID106_2""}",4,1,1,4,4,1,1,4,4,1,4,1,4,1,4,1,1,4,4,1,4,1,1,1,4,4,4,1,4,1
Q19.1_7,QID106,7,For each statement choose a robot. - Which robot do you think will be a better analyst?,"{""ImportId"":""QID106_7""}",4,4,1,4,1,1,4,4,1,1,4,1,4,1,1,4,1,4,4,1,4,1,4,1,1,4,4,1,4,1
Q19.1_3,QID106,3,For each statement choose a robot. - Which robot would you like as a bartender?,"{""ImportId"":""QID106_3""}",1,1,1,4,4,1,4,1,1,4,1,1,4,4,1,1,4,1,1,1,1,4,1,4,4,4,1,1,4,1
